corner_id,loss_braking_s,loss_midcorner_s,loss_traction_s,loss_total_s
1,-0.043697206479677675,-0.005630058820027983,0.07464069293422959,0.025313427634523933
2,0.21085934321500943,-0.0016623533180037953,-0.1566131642320414,0.05258382566496422
3,0.03370961977272913,0.0,0.004463096853072557,0.038172716625801684
4,0.011119039463167724,0.00020046894861280862,0.02654215417942396,0.03786166259120449
5,0.07619233307162432,0.0,-0.008488464844141674,0.06770386822748264
6,0.060844303762209506,0.0,-0.0007345007033734419,0.060109803058836064
